EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-3841.013428,-3841.281494,-3837.437012,-3837.615967,-3850.669189,-3843.337891,-3843.516846,-3838.599365,0.556396,0.719971,0.451172,0.640869,0.518799,1.129150,53.333336,66.000000,1.000000
-3840.566406,-3841.192139,-3836.632324,-3837.437012,-3850.669189,-3843.337891,-3843.695557,-3838.331055,0.557617,0.718750,0.451416,0.579834,0.518799,1.129150,53.333336,67.000000,1.000000
-3840.655762,-3841.281494,-3836.721924,-3837.705322,-3850.311768,-3843.516846,-3843.784912,-3837.884033,0.557373,0.719727,0.451904,0.671387,0.518799,0.976562,53.333336,68.000000,1.000000
-3840.834473,-3840.923828,-3836.811279,-3837.526367,-3849.864746,-3843.427246,-3843.427246,-3838.152344,0.556152,0.718994,0.449463,0.701904,0.549316,1.068115,53.333336,69.000000,1.000000
-3840.208740,-3840.834473,-3836.006592,-3837.437012,-3850.222168,-3843.069824,-3843.337891,-3837.973633,0.554688,0.719971,0.450195,0.732422,0.457764,1.129150,53.333336,70.000000,1.000000
-3840.029785,-3840.476807,-3835.648926,-3837.258301,-3849.685791,-3842.980225,-3843.159180,-3837.526367,0.556152,0.720703,0.449951,0.701904,0.518799,1.220703,53.333336,71.000000,1.000000
-3839.940430,-3840.208740,-3835.917236,-3837.079346,-3848.970459,-3842.801514,-3842.622803,-3837.168945,0.555908,0.718750,0.451416,0.762939,0.518799,1.220703,53.333336,72.000000,1.000000
-3839.761719,-3840.208740,-3836.095947,-3836.542969,-3848.702393,-3842.175537,-3842.622803,-3837.079346,0.555664,0.719727,0.448730,0.732422,0.518799,1.159668,53.333336,73.000000,1.000000
-3839.851074,-3840.029785,-3835.827637,-3836.453613,-3848.434082,-3842.265137,-3842.801514,-3837.437012,0.556396,0.718018,0.445557,0.671387,0.518799,1.129150,53.333336,74.000000,1.000000
-3839.404053,-3839.672363,-3835.827637,-3836.274902,-3848.344727,-3841.818115,-3842.175537,-3837.079346,0.556885,0.719727,0.447266,0.823975,0.549316,1.098633,53.333336,75.000000,1.000000
